0.054932,0.927734,0.286621,-1.938931,-0.687023,5.961832
0.056641,0.951904,0.321045,-24.885496,27.664122,38.465649
0.190186,0.943848,0.327637,-1.641221,13.679389,22.122137
0.207764,0.946533,0.299561,6.908397,19.198473,1.442748
0.21167,0.974365,0.266602,19.671755,22.480917,-35.419846
0.167969,0.977539,0.264404,-1.099237,9.702291,16.167938
0.197021,0.934326,0.272949,0.374046,3.977099,5.854962
0.233154,0.950928,0.267822,-11.351145,-2.038168,-4.763359
0.224365,0.895508,0.373535,-23.091602,13.40458,27.198473
0.233398,0.988281,0.334717,19.32061,-20.969465,-34.969467
0.1604,0.910645,0.290283,8.793893,20.083969,1.320611
0.131836,0.920898,0.276367,-3.503817,2.870229,5.312977
0.159424,0.958984,0.290771,-20.12977,9.847328,8.877863
0.158936,0.930176,0.333984,-6.870229,-5.152672,4.282443
0.175781,0.943359,0.333496,4.366412,-2.320611,4.862596
0.124512,0.974121,0.332764,-6.946565,-8.335877,-4.862596
0.123291,0.970459,0.282227,-1.007634,-10.671756,-13.824428
0.096191,0.935059,0.27417,3.916031,-19.229008,-7.503817
0.175049,1.000488,0.286865,0.854962,-21.480917,-3.854962
0.101074,0.938232,0.307129,2.664122,-8.251908,-9.770992
0.082031,0.969238,0.255371,6.267176,-13.465649,-8.175572
0.065186,0.970459,0.26123,2.80916,9.679389,2.145038
0.049072,0.865723,0.236084,-10.465649,-13.969465,36.793892
0.041992,0.976807,0.251465,2.305344,2.824427,-6.145038
0.044434,0.939697,0.2854,-0.916031,-10.816793,6.969466
0.074219,0.979736,0.289795,-4.022901,-2.21374,3.29771
0.073975,0.921143,0.286133,1.274809,-3.977099,0.969466
0.103027,0.970215,0.290039,-1.198473,-3.916031,4.145038
0.085938,0.942139,0.282959,-1.48855,-5.748092,-1.251908
0.082275,0.946289,0.278809,1.343511,-4.114504,1.778626
0.090332,0.945068,0.275391,4.572519,3.145038,-8.167939
0.068359,0.97168,0.280762,-13.557252,8.793893,1.832061
0.066406,0.980469,0.275391,-1.610687,8.954199,-3.068702
0.059814,0.967529,0.297852,5.19084,10.580153,-4.732824
0.029541,0.980957,0.292725,-2.824427,14.687023,0.931298
0.035645,0.957764,0.290771,-6.885496,8.114504,7.854962
0.050537,0.950439,0.304688,-17.580153,11.419847,10.38168
0.042969,0.953369,0.323975,-9.076336,2.89313,3.618321
0.061279,0.962891,0.323486,-11.580153,0.183206,3.992366
0.075195,0.939697,0.371582,-11.091603,13.816793,6.625954
0.054932,0.931152,0.37207,-7.480916,2.312977,14.801527
0.095703,0.940186,0.375488,3.908397,-4.732824,17.48855
0.112305,0.918701,0.364502,0.656489,-3.21374,-2.969466
0.082275,0.946777,0.343506,19.61832,4.80916,-9.519084
0.085693,0.961914,0.353271,2.007634,-0.755725,9.908397
0.12207,0.946045,0.351807,13.832061,0.328244,-3.763359
0.087158,0.943115,0.342529,-4.549618,7.496183,5.778626
