AX,AY,AZ,GX,GY,GZ
0.020752,0.968262,0.268311,-16.427481,1.366412,3.045802
0.016357,0.972168,0.259033,-18.427481,-0.175573,2.648855
0.008789,0.981689,0.268311,-19.427481,0.877863,2.89313
0.008301,0.984131,0.273682,-19.38168,3.229008,3.183206
0.003906,0.977051,0.270752,-20.229008,4.557252,3.587786
0.006104,0.97168,0.27124,-20.351145,4.770992,3.931298
0.001709,0.953369,0.268066,-20.015266,4.885496,3.59542
0.00708,0.960205,0.26123,-21.244274,4.694656,3.717557
0.003906,0.967285,0.27002,-21.580153,4.152672,2.969466
0.011963,0.967773,0.273193,-19.969465,4.396946,3.076336
0.018066,0.977783,0.280762,-20.106871,4.259542,2.916031
0.016602,0.98291,0.301514,-19.480917,5.259542,2.427481
0.01709,0.973633,0.290771,-22.022902,5.137404,2.129771
0.009277,0.960449,0.270264,-23.435114,3.70229,1.343511
-0.005371,0.956543,0.275146,-26.114504,3.236641,0.442748
-0.000977,0.962402,0.285889,-25.32061,3.259542,0.480916
0.001221,0.959717,0.304443,-24.152672,2.656489,1.183206
0.006104,0.965576,0.305664,-25.816793,1.053435,1.290076
0.016357,0.959229,0.300049,-26.496183,-0.900763,1.351145
0.016846,0.9646,0.286377,-28.213741,-1.381679,1.534351
0.008545,0.957275,0.291504,-29.778625,0.671756,2.045802
0.007812,0.944092,0.292725,-31.824427,3.244275,2.732824
0.004883,0.934814,0.307129,-33.664124,3.519084,2.442748
0.010254,0.921143,0.338867,-34.65649,1.0,2.236641
0.019287,0.921631,0.322021,-34.969467,-1.832061,1.29771
0.01416,0.921143,0.326416,-33.259541,-2.396947,1.282443
0.015625,0.920166,0.326904,-33.885498,-1.526718,1.51145
0.004639,0.9104,0.32666,-32.992367,2.045802,1.900763
0.006348,0.899414,0.334473,-33.595421,4.335878,2.435115
0.004883,0.894531,0.346436,-35.35878,3.343511,2.236641
0.016357,0.897461,0.369629,-36.34351,1.282443,1.221374
0.010742,0.890869,0.370605,-37.129772,-0.755725,0.267176
0.005371,0.892822,0.364258,-37.183205,-2.381679,-0.427481
-0.002441,0.885742,0.348877,-38.076336,-1.946565,0.022901
-0.010254,0.875488,0.343994,-40.389313,0.007634,1.358779
-0.007568,0.871582,0.328369,-43.488548,2.305344,2.083969
-0.015869,0.873291,0.335693,-48.587788,3.854962,3.801527
-0.007568,0.868896,0.340332,-58.389313,4.312977,6.534351
-0.006836,0.848389,0.374756,-61.35878,6.320611,8.419847
-0.009521,0.850342,0.376953,-60.312977,10.221375,10.312977
0.000488,0.849121,0.374268,-60.900764,12.145039,11.206107
0.016602,0.855225,0.396729,-54.419846,14.824428,11.564885
0.02124,0.862793,0.445801,-45.893131,15.709924,11.946565
