AX,AY,AZ,GX,GY,GZ
-0.228027,0.8396,0.465088,-23.900763,-1.671756,0.587786
-0.220459,0.833252,0.493896,-25.770992,-1.992366,1.145038
-0.216553,0.817871,0.531494,-26.374046,-2.19084,1.557252
-0.215576,0.812012,0.558105,-25.526718,-2.755725,2.21374
-0.219238,0.797119,0.56543,-23.954199,-3.061069,2.137405
-0.224365,0.792969,0.565918,-24.480917,-2.641221,2.465649
-0.228271,0.772705,0.575439,-24.725191,-2.916031,3.885496
-0.216553,0.75415,0.584473,-23.931297,-3.0,4.19084
-0.20874,0.751709,0.61377,-22.19084,-3.10687,4.351145
-0.196777,0.753418,0.620117,-20.0,-3.427481,4.0
-0.196045,0.756104,0.634033,-18.32061,-3.847328,3.687023
-0.188965,0.761719,0.631592,-14.755725,-5.465649,3.068702
-0.189209,0.752686,0.614746,-12.816793,-6.557252,1.984733
-0.197021,0.771973,0.620605,-14.702291,-7.282443,1.526718
-0.208984,0.775146,0.649414,-17.687023,-9.503817,2.503817
-0.205078,0.777344,0.651367,-19.053434,-11.351145,2.839695
-0.20874,0.773193,0.650146,-23.122137,-12.175572,3.366412
-0.206055,0.76123,0.655518,-24.641222,-11.969465,3.732824
-0.195312,0.740967,0.651367,-24.572519,-10.274809,3.78626
-0.185303,0.727051,0.646729,-25.167938,-7.717557,3.725191
-0.181885,0.719727,0.65332,-23.832062,-5.21374,3.381679
-0.182129,0.713135,0.668457,-22.358778,-3.48855,2.717557
-0.182617,0.720703,0.69873,-19.534351,-3.854962,2.045802
-0.174316,0.737061,0.698975,-17.091602,-5.038168,1.564885
-0.177979,0.759033,0.69165,-15.251908,-6.679389,0.984733
-0.173828,0.777588,0.700928,-15.0,-7.099236,0.480916
-0.173096,0.796631,0.687012,-15.358779,-6.740458,-0.312977
-0.164551,0.796387,0.68335,-15.366412,-5.954198,-0.992366
-0.157471,0.778809,0.661377,-14.183207,-5.450382,-2.603053
-0.164795,0.784668,0.617676,-14.725191,-5.206107,-4.015267
-0.157959,0.777344,0.601807,-15.335877,-5.564886,-4.656488
-0.151855,0.766846,0.59375,-16.786259,-5.923664,-5.824428
-0.167725,0.774658,0.594727,-21.053434,-4.89313,-6.29771
-0.17749,0.758789,0.637207,-23.068703,-4.435114,-6.114504
-0.179199,0.755615,0.654541,-21.541985,-5.503817,-6.053435
-0.174805,0.760742,0.645752,-20.274809,-7.351145,-6.259542
-0.17627,0.74707,0.634033,-20.763359,-9.160305,-5.694656
-0.182617,0.748779,0.598145,-22.152672,-9.740458,-4.954198
-0.185303,0.746826,0.60083,-26.213741,-8.396947,-3.885496
-0.182617,0.738037,0.609619,-28.603054,-6.549618,-3.007634
-0.189453,0.739502,0.627441,-28.076336,-5.274809,-3.358779
-0.189453,0.743408,0.627197,-27.519083,-5.305344,-3.259542
-0.192139,0.739014,0.597656,-27.404581,-6.78626,-3.366412
-0.193359,0.727295,0.565186,-29.51145,-8.274809,-3.19084
-0.185059,0.72168,0.557373,-34.633587,-9.274809,-2.221374
-0.186279,0.708984,0.560547,-39.290077,-9.725191,-0.984733
-0.180176,0.712158,0.61792,-42.038166,-10.755725,-0.068702
-0.175293,0.703613,0.616211,-43.351147,-12.442748,0.061069
-0.178711,0.69165,0.623047,-46.122139,-13.664123,0.068702
-0.180908,0.671387,0.641357,-46.114502,-14.717557,0.519084
-0.176025,0.645996,0.638672,-48.335876,-14.129771,0.51145
-0.174561,0.638184,0.661621,-50.229008,-12.351145,1.053435
-0.169922,0.634033,0.695312,-49.328243,-10.778625,1.564885
-0.154297,0.634277,0.685791,-47.786259,-8.694656,1.198473
-0.156738,0.635254,0.692139,-47.152672,-7.282443,1.450382
-0.15918,0.633057,0.685791,-47.870228,-6.80916,2.389313
-0.162109,0.636719,0.684814,-49.458015,-7.167939,3.778626
-0.153076,0.626465,0.707031,-50.389313,-7.862596,3.954198
-0.143311,0.622559,0.712158,-51.083969,-7.969466,3.572519
-0.138184,0.621582,0.70459,-52.732826,-8.343512,2.473282
-0.141357,0.621582,0.708496,-53.32061,-8.633588,1.709924
-0.143555,0.628174,0.709717,-54.671757,-8.954199,0.389313
-0.145996,0.628906,0.720947,-56.442749,-8.366412,0.10687
-0.140381,0.623535,0.739258,-56.862595,-7.129771,-0.832061
-0.137695,0.604736,0.72168,-55.351147,-6.419847,-1.854962
-0.141846,0.605225,0.72876,-53.778625,-4.984733,-3.206107
-0.148682,0.580078,0.717773,-52.748093,-4.007634,-4.160306
-0.161621,0.575195,0.696045,-52.610687,-3.641221,-4.862596
-0.162354,0.576416,0.682617,-54.366413,-3.442748,-5.022901
-0.172607,0.582764,0.68335,-56.374046,-3.854962,-4.694656
-0.166992,0.579102,0.677979,-57.458015,-5.251908,-5.129771
-0.168701,0.571045,0.686768,-59.183205,-6.91603,-5.328244
-0.168213,0.55957,0.680664,-60.389313,-8.839695,-5.450382
-0.172852,0.547607,0.689453,-61.572517,-10.274809,-5.244275
-0.174805,0.531006,0.690674,-62.740459,-11.175572,-5.274809
-0.177002,0.512939,0.684326,-65.175575,-10.816793,-4.519084
-0.200928,0.509033,0.705078,-64.648857,-11.671756,-3.015267
-0.172852,0.488281,0.685303,-67.770996,-11.175572,-3.229008
-0.171387,0.482178,0.665771,-68.839691,-11.687023,-1.977099
-0.175293,0.463135,0.648926,-71.465652,-11.824428,-1.473282
-0.173584,0.453369,0.654785,-75.053436,-12.732824,0.091603
-0.168213,0.441895,0.663818,-77.587784,-12.755725,-0.29771
-0.175537,0.426514,0.665039,-79.71756,-13.030535,-0.152672
-0.169434,0.409668,0.654297,-80.458015,-14.297709,-0.541985
-0.162842,0.392578,0.648193,-82.763359,-15.40458,-0.961832
-0.161865,0.379883,0.612305,-83.442749,-17.923664,-1.320611
-0.153564,0.371094,0.577148,-86.801529,-20.496183,-0.862595
-0.143799,0.362061,0.571777,-92.251907,-23.183207,-0.335878
-0.130615,0.344482,0.581787,-96.198471,-25.091602,-0.496183
-0.116699,0.32666,0.592285,-98.633591,-26.732824,-1.473282
-0.099854,0.302979,0.594727,-101.221375,-28.557251,-3.389313
