AX,AY,AZ,GX,GY,GZ
-0.241699,0.940918,0.069336,4.167939,1.099237,-17.435114
-0.235596,0.931641,0.074463,4.343512,0.70229,-18.541985
-0.240234,0.933105,0.06543,5.007634,0.442748,-19.641222
-0.240234,0.928955,0.083252,5.832061,0.061069,-20.198473
-0.253418,0.925293,0.070557,6.343512,-0.221374,-21.549618
-0.256836,0.931152,0.065918,6.587786,-0.061069,-22.51145
-0.268555,0.936035,0.057617,6.770992,-0.740458,-23.503817
-0.262695,0.929688,0.060303,6.274809,-1.160305,-24.984734
-0.280273,0.923828,0.053711,6.534351,-1.671756,-26.450382
-0.273438,0.908936,0.054443,7.091603,-1.923664,-28.312977
-0.273682,0.897461,0.068359,7.717557,-1.80916,-29.221375
-0.286377,0.877686,0.072266,8.282443,-2.480916,-29.473282
-0.29541,0.869629,0.069336,9.374045,-3.473282,-29.068703
-0.304688,0.860352,0.068115,9.893129,-3.679389,-28.969465
-0.30835,0.884277,0.073242,10.007633,-3.832061,-28.862595
-0.307617,0.902588,0.073975,9.923664,-4.21374,-28.106871
-0.312988,0.917969,0.074707,8.541985,-3.519084,-28.442749
-0.311523,0.907227,0.067871,7.473282,-3.091603,-29.007633
-0.317627,0.888184,0.068359,8.007633,-2.633588,-29.610687
-0.331299,0.876709,0.056885,8.007633,-2.557252,-30.12977
-0.338867,0.861328,0.064697,7.854962,-2.435115,-30.412214
-0.341309,0.842041,0.053711,7.839694,-3.0,-29.19084
-0.366943,0.831787,0.052246,8.267176,-3.480916,-28.251909
-0.36499,0.840088,0.04248,7.694656,-3.045802,-27.70229
-0.381592,0.838379,0.032715,7.129771,-2.732824,-27.664122
-0.379639,0.843018,0.039795,7.755725,-3.328244,-27.328245
-0.383057,0.841064,0.043701,7.778626,-3.954198,-27.106871
-0.369141,0.824707,0.043213,7.908397,-3.900763,-27.221375
-0.370605,0.828369,0.040283,7.854962,-3.312977,-27.38168
-0.380127,0.833496,0.062012,8.106871,-3.458015,-27.931297
-0.376465,0.830566,0.056885,8.511451,-3.503817,-27.824427
-0.385498,0.829102,0.050293,8.641221,-3.244275,-28.572519
-0.392578,0.830078,0.041504,8.610687,-2.931298,-29.67939
-0.387451,0.837402,0.048096,8.564885,-2.778626,-30.885496
-0.386719,0.824951,0.03833,8.473283,-2.328244,-32.145039
-0.395264,0.813721,0.049805,8.923664,-1.328244,-34.183205
-0.383545,0.788574,0.044922,10.175572,2.328244,-38.335876
-0.429688,0.853516,0.037109,8.480916,3.076336,-39.61832
-0.403809,0.807861,0.03833,9.099236,1.778626,-39.763359
-0.414551,0.813965,0.028809,8.458015,2.900763,-41.65649
-0.426514,0.770752,0.016113,8.832061,3.045802,-40.923664
-0.436279,0.780518,0.010498,9.053435,3.732824,-39.893131
-0.450195,0.778809,0.018311,7.687023,2.778626,-38.0
-0.457031,0.766602,0.029785,7.198473,1.267176,-36.946564
-0.448975,0.738525,0.039307,7.045802,0.076336,-35.893131
-0.44873,0.741699,0.028809,7.931298,-0.854962,-35.717556
-0.449951,0.74707,0.020508,8.564885,-1.51145,-34.9771
-0.462402,0.743164,0.016113,8.847328,-2.557252,-34.053436
-0.460449,0.755615,0.035889,7.687023,-3.129771,-31.984734
-0.468506,0.743652,0.029541,8.40458,-3.419847,-31.862595
-0.490234,0.73584,0.020996,8.435115,-3.21374,-31.198473
-0.506836,0.752197,0.013428,8.427481,-3.152672,-31.526718
-0.510742,0.760498,0.010254,8.519084,-3.068702,-31.503817
-0.513672,0.761475,0.016846,7.374046,-2.984733,-30.076336
-0.523926,0.753418,0.018555,7.854962,-2.824427,-29.167938
-0.521973,0.756592,0.017578,8.374045,-2.587786,-27.519083
-0.520996,0.753174,0.036377,9.801527,-2.267176,-26.786259
-0.539307,0.769287,0.04248,11.106871,-3.152672,-27.335878
-0.534912,0.791504,0.039307,12.412213,-4.763359,-29.160305
-0.524902,0.779785,0.048584,13.61832,-5.732824,-31.267176
-0.516113,0.787109,0.052734,14.816793,-6.633588,-32.969467
-0.518799,0.796875,0.037354,15.839695,-7.229008,-35.725189
-0.521484,0.800537,0.044189,16.061069,-7.770992,-38.549618
-0.520508,0.792969,0.045654,15.557252,-8.167939,-42.038166
-0.506592,0.795654,0.04834,15.435115,-7.419847,-45.877861
-0.509277,0.785156,0.044922,15.145039,-6.503817,-50.587788
-0.527344,0.775146,0.036377,14.732824,-5.068702,-55.015266
-0.533936,0.738281,0.029053,14.61832,-2.847328,-60.488548
-0.544189,0.761963,0.016846,13.748092,0.152672,-63.190838
-0.521973,0.696289,0.028076,13.717557,-0.145038,-65.39695
-0.546387,0.684082,0.018555,13.931297,0.709924,-67.725189
-0.553467,0.672852,0.023193,13.946565,2.076336,-68.725189
-0.546875,0.636963,0.016602,14.473283,3.458015,-70.030533
-0.569092,0.631348,0.01709,14.0,3.519084,-69.213737
-0.57251,0.609375,0.009277,13.526717,3.954198,-69.129768
-0.577393,0.586914,0.008301,13.297709,5.374046,-71.190842
-0.600098,0.576172,0.000244,12.335877,6.656488,-73.28244
-0.599121,0.529053,0.007568,11.78626,9.931297,-76.122139
-0.602539,0.515869,-0.001221,11.671756,12.702291,-78.389313
-0.625732,0.513428,0.0,10.908397,14.549619,-79.0
-0.625488,0.484863,0.006836,10.458015,15.885496,-79.732826
-0.633301,0.473633,0.015869,9.923664,17.068703,-79.854965
-0.634521,0.477051,0.01416,9.366412,17.290077,-79.198471
-0.648926,0.474365,-0.007324,8.435115,16.290077,-77.419846
-0.659424,0.447021,0.001953,7.08397,15.030535,-75.916031
-0.641602,0.419678,-0.014404,6.389313,14.671756,-73.610687
-0.666016,0.354492,-0.030273,7.732824,16.664122,-72.381676
-0.604248,0.378662,-0.003662,8.847328,18.12977,-72.267174
-0.632324,0.357666,-0.000244,11.015267,19.465649,-71.526718
-0.61499,0.357666,-0.001709,13.206107,20.595419,-72.496185
