0.035156,0.961426,0.186768,-1.152672,1.473282,1.740458
0.048096,0.963379,0.195312,-2.137405,3.625954,1.40458
0.043945,0.962402,0.185303,-0.091603,2.145038,1.854962
0.04126,0.962891,0.189697,-1.656489,2.29771,1.854962
0.04126,0.96875,0.186768,-1.938931,2.549618,1.801527
0.04126,0.966309,0.186768,-0.221374,2.10687,1.908397
0.040771,0.967285,0.192871,0.396947,1.030534,2.160305
0.041748,0.968506,0.180176,0.564885,1.709924,2.221374
0.040039,0.96582,0.194824,-0.412214,2.022901,2.053435
0.037842,0.966797,0.187012,-0.503817,2.015267,1.977099
0.037354,0.95752,0.194824,-1.167939,3.129771,1.671756
0.038818,0.965576,0.182861,-1.908397,0.320611,1.671756
0.043945,0.967773,0.192871,-1.977099,2.068702,1.793893
0.039551,0.968994,0.193359,-1.671756,1.603053,1.984733
0.040283,0.961426,0.194336,-0.748092,2.877863,1.938931
0.043701,0.964355,0.192627,0.282443,1.198473,2.19084
0.040039,0.961182,0.191406,-0.29771,2.282443,2.015267
0.037109,0.970459,0.195312,0.480916,1.664122,2.183206
0.041748,0.970947,0.191406,0.236641,1.282443,2.038168
0.038574,0.958008,0.201416,-0.725191,4.145038,1.305344
0.046143,0.969482,0.186035,-1.396947,0.755725,2.198473
0.04541,0.968262,0.196045,-2.312977,2.603053,1.679389
0.041504,0.961914,0.185547,-1.526718,2.015267,1.89313
0.037842,0.966309,0.188965,0.358779,2.740458,1.977099
0.04248,0.958252,0.202637,-0.732824,1.541985,2.328244
0.039551,0.958008,0.19751,-0.587786,2.007634,2.335878
0.04248,0.973145,0.191895,-0.351145,2.496183,2.022901
0.038818,0.967041,0.182861,0.473282,1.450382,2.625954
0.044678,0.962646,0.196777,-0.343511,2.854962,1.717557
0.049805,0.972656,0.186768,1.427481,0.137405,2.160305
0.040771,0.974121,0.186523,-0.824427,2.778626,1.877863
0.040771,0.970459,0.185791,0.061069,1.732824,2.427481
0.043945,0.964355,0.189453,0.137405,2.755725,2.015267
0.046387,0.961426,0.195068,0.80916,1.839695,1.755725
0.034668,0.961914,0.178467,-1.335878,2.572519,1.969466
0.047607,0.95874,0.193604,-0.282443,1.244275,2.236641
0.037598,0.967285,0.186035,-0.969466,2.938931,1.282443
0.054199,0.963135,0.186279,-0.664122,3.122137,1.625954
0.042969,0.961426,0.189453,-1.030534,2.519084,1.503817
0.041992,0.963135,0.196045,-0.954198,2.366412,1.778626
0.039307,0.969238,0.182861,0.717557,1.679389,2.10687
0.034424,0.96582,0.19043,0.580153,1.885496,2.022901
