AX,AY,AZ,GX,GY,GZ
0.160889,0.925049,-0.166504,18.549618,-0.877863,2.381679
0.154541,0.928223,-0.171387,18.564886,-1.229008,1.847328
0.155518,0.925049,-0.177734,19.236641,-1.908397,1.900763
0.153076,0.92041,-0.170654,19.557251,-2.29771,1.832061
0.161133,0.920654,-0.17041,20.022902,-3.183206,1.938931
0.157471,0.914795,-0.158203,20.572519,-4.076336,2.381679
0.160156,0.923584,-0.165771,21.801527,-4.358778,2.656489
0.150879,0.914307,-0.181152,23.519083,-4.778626,3.541985
0.150391,0.913818,-0.198975,24.656488,-4.679389,3.916031
0.13916,0.918457,-0.215332,24.656488,-4.48855,3.847328
0.144043,0.91626,-0.216309,25.885496,-4.290076,4.19084
0.14917,0.909424,-0.212158,25.908398,-3.633588,3.473282
0.148193,0.899414,-0.208984,26.419847,-2.954198,2.832061
0.147461,0.894531,-0.220459,27.068703,-1.832061,2.877863
0.14624,0.88208,-0.235596,27.763359,-0.977099,3.198473
0.13916,0.878418,-0.255127,28.213741,0.053435,3.969466
0.133545,0.867676,-0.256104,27.671755,0.694656,4.076336
0.132568,0.869629,-0.272705,28.404581,0.648855,5.664122
0.133789,0.871094,-0.273682,29.236641,0.175573,6.610687
0.137695,0.868164,-0.279785,29.526718,0.015267,6.877862
0.145508,0.865479,-0.286621,29.343512,-0.40458,7.053435
0.147461,0.866455,-0.293701,28.67939,-1.160305,6.442748
0.133545,0.870117,-0.291748,27.648855,-2.198473,5.519084
0.134521,0.875244,-0.297607,27.984734,-3.038168,6.335878
0.132812,0.875488,-0.296143,27.923664,-4.145038,6.908397
0.142822,0.874023,-0.303711,28.045801,-4.862596,7.145038
0.152832,0.86377,-0.298828,28.213741,-4.259542,6.969466
0.158691,0.861328,-0.319824,28.916031,-3.022901,7.465649
0.164795,0.860352,-0.30127,29.236641,-1.068702,8.893129
0.178467,0.86084,-0.322266,29.740458,0.534351,8.122137
0.177246,0.849365,-0.332275,29.595419,1.534351,6.763359
0.179932,0.843506,-0.331543,29.885496,2.442748,5.351145
0.168457,0.850098,-0.33667,29.977098,2.671756,4.259542
0.158691,0.858398,-0.345947,30.496183,2.045802,4.167939
0.155518,0.85498,-0.341309,31.664122,1.435115,3.587786
0.148193,0.859131,-0.352295,31.312977,0.587786,2.305344
0.152344,0.861328,-0.356689,31.694656,-0.198473,1.557252
0.132812,0.845459,-0.356689,32.687023,-0.633588,1.419847
0.134521,0.842773,-0.354004,33.801525,-1.160305,1.778626
0.136719,0.83667,-0.352539,35.366413,-1.282443,2.076336
0.142822,0.82251,-0.369629,35.9771,-1.305344,2.725191
0.142578,0.828125,-0.381836,36.274811,-1.030534,3.366412
0.142334,0.818848,-0.383545,35.938931,-0.519084,3.992366
0.146973,0.801758,-0.377686,36.625954,-0.129771,4.519084
0.157959,0.799805,-0.379883,36.832062,0.236641,4.70229
0.152588,0.788086,-0.378174,37.351147,0.625954,4.70229
0.154297,0.781006,-0.369385,38.374046,1.030534,4.603054
0.15332,0.780029,-0.388184,39.0,1.152672,4.519084
0.15918,0.7854,-0.405762,40.129772,1.206107,5.236641
0.153076,0.785889,-0.422852,40.809162,0.816794,5.328244
0.157715,0.787598,-0.433594,41.076336,0.648855,5.61832
0.157227,0.785645,-0.439209,41.603054,0.854962,6.389313
0.162598,0.758545,-0.446777,42.053436,0.801527,7.40458
0.161865,0.756592,-0.45874,42.748093,0.931298,8.122137
0.156494,0.74707,-0.468018,43.206108,1.206107,8.396947
0.166016,0.752197,-0.479248,42.458015,1.137405,7.343512
0.162598,0.748535,-0.486572,42.152672,0.839695,7.40458
0.159424,0.749756,-0.514404,42.0,1.030534,8.091603
0.169678,0.755127,-0.528076,40.717556,0.656489,8.458015
0.16626,0.747314,-0.506348,40.007633,0.038168,8.083969
0.178711,0.738281,-0.497314,39.396946,-0.137405,7.396946
0.182373,0.730713,-0.476318,39.458015,-0.083969,7.122138
0.178223,0.719727,-0.477295,40.076336,0.396947,6.900764
0.170898,0.709473,-0.474121,40.541985,0.641221,6.89313
0.172363,0.711182,-0.477783,40.274811,1.572519,7.10687
0.166992,0.713379,-0.477051,41.465649,2.78626,8.137404
0.167725,0.711182,-0.475342,42.213741,3.221374,8.045801
0.166504,0.707031,-0.471924,41.900764,3.618321,7.076336
0.170166,0.698486,-0.476562,42.549618,3.648855,6.664122
0.169922,0.696045,-0.478271,42.847328,3.015267,5.816794
0.170654,0.671143,-0.476318,43.648853,2.549618,6.145038
0.168457,0.662354,-0.480225,44.603054,2.824427,6.099236
0.177246,0.664795,-0.468506,45.190838,2.916031,6.374046
0.176025,0.661133,-0.454834,47.160305,2.259542,6.900764
0.175537,0.664795,-0.440674,48.893131,1.580153,8.38168
0.16626,0.667725,-0.432129,50.717556,0.114504,8.969465
0.163086,0.658203,-0.426758,51.435116,-1.427481,8.091603
0.154053,0.662354,-0.427734,52.305344,-3.137405,9.412213
0.136719,0.635986,-0.418701,54.076336,-4.725191,10.122137
0.127197,0.631104,-0.433594,55.427483,-6.267176,10.816793
0.123535,0.635498,-0.433105,56.129772,-8.122137,11.961832
0.116943,0.614502,-0.440186,56.862595,-9.282443,14.496183
0.115234,0.609131,-0.414795,58.38168,-10.465649,16.954199
0.113281,0.600342,-0.40918,59.099236,-11.519084,18.183207
0.110107,0.58252,-0.395264,60.717556,-12.641221,19.175573
0.110107,0.560303,-0.392822,63.145039,-13.816793,20.396946
0.105957,0.52832,-0.39624,66.60305,-15.259542,21.923664
0.108154,0.531006,-0.422363,69.870232,-16.557251,22.931297
0.112793,0.525146,-0.430176,73.106873,-17.32061,24.351145
0.113525,0.510254,-0.415283,75.496185,-17.648855,24.961832
0.116699,0.494385,-0.419922,76.854965,-17.038168,24.282442
0.118408,0.483154,-0.420654,78.687019,-17.351145,24.259542
0.115234,0.458252,-0.408691,82.274811,-18.396946,23.175573
0.112793,0.419434,-0.414307,85.763359,-19.366413,20.992367
0.095947,0.399658,-0.407715,92.64122,-21.251909,20.244274
0.101318,0.399414,-0.409668,104.687019,-23.725191,23.229008
0.100586,0.397949,-0.378174,113.931297,-25.435114,27.015266
0.114502,0.379639,-0.369141,122.557251,-25.366413,29.839695
0.121826,0.349365,-0.33252,127.969467,-22.427481,33.236641
0.119873,0.337646,-0.354004,129.412216,-18.38168,37.290077
0.110107,0.299561,-0.390869,131.763351,-15.389313,40.419846
0.0979,0.260742,-0.435547,132.198471,-14.374045,39.244274
0.083252,0.206055,-0.462158,132.480911,-14.0,42.190838
0.079102,0.167969,-0.495605,134.801529,-14.549619,42.389313
0.077637,0.145508,-0.519287,134.778625,-15.488549,40.847328
0.055664,0.12793,-0.477295,138.053436,-19.114504,47.290077
0.084961,0.084473,-0.450684,136.496185,-12.770992,45.251907
0.093994,0.076172,-0.448486,130.534348,-9.419847,44.106869
0.093018,0.045654,-0.446533,121.061066,-4.625954,42.70229
0.099854,0.037842,-0.429443,109.900764,-2.862595,44.70229
0.037842,-0.106689,-0.442139,101.167938,-8.770992,45.427483
0.038818,-0.198486,-0.456543,112.931297,-22.763359,42.793892
0.033203,-0.28418,-0.477783,120.992363,-37.770992,37.045803
0.042969,-0.279053,-0.507568,128.374039,-48.664124,32.32061
0.056641,-0.206787,-0.512207,134.28244,-50.442749,32.076336
0.061523,-0.147705,-0.530762,138.587784,-43.870228,38.35878
0.082764,-0.014893,-0.737305,143.541992,-37.374046,54.007633
0.193359,0.06665,-0.991455,141.725189,-38.946564,67.709923
0.30249,-0.148926,-1.080078,129.038162,-21.549618,56.961834
0.285889,-0.245605,-1.41626,127.305344,-37.38168,53.969467
0.32251,-0.353027,-1.732666,143.007629,-39.129772,45.0
0.17749,-0.570557,-1.80957,168.885498,-27.587786,53.175571
0.053223,-0.507324,-2.0,230.885498,0.717557,95.366409
0.331543,-0.665771,-2.0,250.129776,9.40458,212.671753
-0.035156,-0.797119,-2.0,250.129776,-3.19084,250.129776
0.115723,-1.164795,-2.0,206.183212,-10.175572,250.129776
0.014404,-0.665527,-2.0,111.534348,-17.435114,40.984734
-0.851074,-1.059814,-2.0,17.229008,-2.412214,-45.053436
-0.723633,-0.817139,-2.0,-101.32061,23.931297,-75.992363
-0.667725,-0.731201,-1.578125,-132.312973,-11.740458,-21.633587
-0.374756,-0.965576,-0.98999,41.572517,-51.129772,-16.114504
0.237061,-1.084717,-0.720947,26.564886,22.916031,22.007633
0.25415,-1.68335,-0.871582,-1.885496,53.236641,0.290076
0.326416,-1.577637,-1.315918,-22.465649,99.519081,-7.305344
0.175293,-1.303467,-1.399658,-43.061069,96.488548,-15.343512
-0.088867,-0.961182,-1.101074,-54.061069,72.435112,-8.656488
-0.197021,-0.697266,-1.068359,-55.259541,33.900764,-3.748092
-0.122559,-0.453369,-1.137207,-45.412212,-3.755725,-5.206107
-0.124512,-0.367432,-1.029785,-38.274811,-48.061069,0.480916
-0.110107,-0.205566,-0.813965,-48.809162,-57.091602,4.625954
-0.142578,-0.220703,-0.676758,-54.534351,-41.007633,11.480916
-0.142822,-0.186523,-0.602051,-36.465649,-29.862595,10.587787
-0.092529,-0.144775,-0.530518,-25.595419,-23.541985,12.526717
-0.019043,-0.149414,-0.417725,-13.091603,-15.61832,11.114504
0.021484,-0.202881,-0.414551,3.40458,-6.335878,15.068703
0.098389,-0.256348,-0.488525,14.030535,5.526718,22.038168
0.135254,-0.346924,-0.632568,21.610687,13.419847,20.236641
0.160889,-0.353516,-0.768311,21.526718,17.366413,17.175573
0.184326,-0.351318,-0.92041,23.824427,16.900763,13.877863
0.190918,-0.291016,-1.037354,19.633587,15.38168,8.435115
0.212158,-0.265381,-1.099609,10.969465,15.725191,0.167939
0.215576,-0.218994,-1.126953,-0.29771,11.900764,-5.78626
0.240479,-0.202637,-1.125488,-17.541985,10.221375,-10.534351
0.219482,-0.286377,-1.268311,-38.427483,23.106871,-31.198473
0.23584,-0.196045,-1.109131,-45.908398,3.198473,-38.900764
0.137207,-0.341309,-1.062012,-52.748093,2.343511,-32.633587
0.143066,-0.308105,-1.092285,-50.053436,-1.572519,-26.045801
0.161865,-0.269531,-1.040039,-48.015266,-2.717557,-23.328245
0.16626,-0.221191,-0.998047,-45.305344,-2.320611,-20.076336
0.146484,-0.1875,-0.950928,-40.083969,-1.977099,-16.572519
0.124023,-0.170654,-0.922607,-34.442749,-1.908397,-12.152672
0.10791,-0.175049,-0.880371,-27.122137,-0.221374,-7.19084
0.075928,-0.153564,-0.875488,-19.458015,-0.015267,-2.946565
0.060303,-0.144775,-0.867432,-13.175572,-1.335878,0.358779
0.053955,-0.14624,-0.865723,-8.259542,-2.480916,3.992366
0.063721,-0.151123,-0.851074,-5.526718,-3.801527,6.221374
0.079102,-0.14624,-0.825684,-3.458015,-3.603053,7.068702
0.066406,-0.138672,-0.847412,-1.709924,-4.671756,8.78626
0.066162,-0.166992,-0.867432,2.244275,-5.89313,6.923664
0.08252,-0.148682,-0.85376,2.954198,-8.129771,4.984733
0.096436,-0.169922,-0.853027,5.442748,-6.51145,4.183206
0.095215,-0.196045,-0.864014,8.641221,-4.206107,6.427481
0.113037,-0.192383,-0.878662,9.664123,-0.633588,9.122137
0.141602,-0.198242,-0.897461,7.366412,3.496183,10.61832
0.153564,-0.217285,-0.920898,5.328244,6.236641,11.816793
0.169189,-0.216553,-0.940918,4.08397,8.488549,12.992367
0.168945,-0.253906,-0.972656,2.908397,11.793893,12.694656
0.18042,-0.255615,-0.989502,0.480916,13.145039,13.099236
0.189209,-0.262451,-1.019775,-3.564885,13.572519,11.312977
0.205811,-0.266113,-1.047363,-8.053435,12.61832,9.015267
0.205566,-0.261719,-1.075684,-13.671756,10.725191,7.053435
0.208008,-0.282715,-1.093506,-18.458015,8.343512,2.129771
0.194092,-0.28418,-1.083252,-22.648855,5.328244,-2.832061
0.197754,-0.281738,-1.084717,-24.610687,4.549618,-7.664122
0.185059,-0.26001,-1.068115,-25.633587,0.618321,-11.671756
0.179199,-0.258789,-1.055176,-26.221375,0.717557,-16.671755
0.157959,-0.272705,-1.031982,-24.938931,1.610687,-19.580153
0.154297,-0.27124,-1.025391,-22.259542,2.961832,-21.793894
0.138672,-0.252441,-1.015137,-20.053434,4.770992,-23.053434
