AX,AY,AZ,GX,GY,GZ
-0.221436,0.972412,0.050537,-10.297709,-3.335878,70.007637
-0.206299,0.942383,0.047363,-12.519084,-2.687023,70.893127
-0.189941,0.949951,0.05249,-15.053435,-2.007634,68.305344
-0.199707,0.9375,0.074951,-22.251909,-4.091603,58.137405
-0.253418,0.746338,0.147217,-29.282442,-17.137405,42.198475
-0.20166,0.658691,0.130859,-18.900763,-34.442749,21.435114
-0.135498,0.729736,0.09375,-14.21374,-36.809162,29.534351
-0.088135,0.878418,0.039307,-15.351145,-24.877863,60.664124
-0.040527,0.874268,0.019531,-18.847328,-16.007633,97.183205
0.038086,0.870605,-0.00415,-16.603054,-6.0,129.259537
0.071777,0.757568,-0.040527,-10.793893,-0.274809,153.862595
0.023926,0.733398,-0.003174,-4.564886,3.748092,173.603058
-0.137207,0.707031,0.067383,5.389313,5.114504,174.778625
-0.289551,0.737061,0.157227,7.709924,3.152672,148.068695
-0.266113,0.762695,0.152588,4.778626,-0.480916,119.175575
-0.142822,0.725098,0.120361,-0.709924,0.137405,103.755722
-0.013184,0.684082,0.130615,-1.160305,3.572519,93.832062
0.045654,0.70166,0.117432,-1.030534,9.38168,96.793892
0.062256,0.682617,0.149658,-3.740458,9.709924,101.732826
0.10791,0.63916,0.14624,-7.320611,3.923664,105.114502
0.161865,0.64209,0.10498,-7.572519,0.961832,117.801529
0.142822,0.641357,0.081055,-7.938931,-2.236641,123.343513
0.141846,0.649658,0.052979,-6.977099,-7.343512,125.572517
0.174072,0.609131,0.020508,-7.496183,-10.038168,128.0
0.236328,0.557129,-0.015869,-4.564886,-7.534351,135.854965
0.303467,0.519531,-0.036865,-2.603053,-2.198473,146.404587
0.309814,0.499756,-0.011475,-2.748092,0.229008,148.114502
0.326172,0.486084,0.02832,-2.534351,-0.778626,151.07634
0.351318,0.484375,0.061035,-3.656489,-2.603053,153.198471
0.441895,0.471436,0.079102,-6.206107,-3.320611,157.053436
0.582031,0.500977,0.089355,-6.129771,-6.717557,157.297714
0.653809,0.545166,0.08374,-7.320611,-10.465649,155.824432
0.655273,0.518311,0.104004,-6.40458,-13.229008,157.732819
0.637695,0.468506,0.103027,-6.748092,-14.503817,157.534348
0.670898,0.406006,0.086182,-7.687023,-12.053435,151.671753
0.688965,0.353516,0.065918,-8.480916,-7.923664,139.694656
0.751709,0.275635,0.05957,-9.015267,1.145038,134.816788
0.794189,0.179688,0.044922,-6.70229,9.106871,138.870224
0.77002,0.140625,0.067627,-3.450382,13.816793,141.511444
0.727295,0.124756,0.10083,-2.267176,10.503817,146.351151
0.753174,0.0896,0.099854,-3.496183,2.572519,148.305344
0.75293,0.029541,0.111816,-4.244275,-6.137404,153.977097
0.703613,-0.001221,0.121582,-6.358778,-11.183207,155.56488
0.684326,-0.076904,0.140625,-12.984733,-12.557252,152.977097
0.708496,-0.204346,0.151123,-19.557251,-10.992367,152.702286
0.802002,-0.305908,0.143799,-22.992367,-6.442748,159.809158
0.842529,-0.425781,0.128418,-19.48855,-7.503817,167.458008
0.86084,-0.466797,0.090332,-11.076336,-15.290076,178.511444
0.825928,-0.519531,0.063965,-5.015267,-28.045801,184.43512
0.844971,-0.60498,0.045166,-5.61832,-35.549618,182.610687
0.866455,-0.733398,-0.031982,-8.099236,-38.282444,173.328247
0.908203,-0.802979,-0.04126,-1.748092,-28.51145,159.511444
0.935059,-0.657471,0.005127,10.702291,-17.480917,143.2061
0.971924,-0.426514,0.033691,15.725191,-6.389313,123.35878
1.043457,-0.29248,0.043213,14.603053,3.236641,107.496185
