AX,AY,AZ,GX,GY,GZ
-0.095459,0.837646,0.397461,-38.198475,-4.59542,-2.862595
-0.096436,0.841553,0.427734,-41.908398,-2.908397,-3.969466
-0.097656,0.821533,0.479736,-44.480915,-3.328244,-4.748092
-0.091553,0.818848,0.518066,-45.824429,-6.305344,-5.89313
-0.094727,0.806885,0.560059,-46.206108,-8.908397,-7.007634
-0.09668,0.794922,0.596191,-46.526718,-11.305344,-6.244275
-0.09668,0.770508,0.640625,-46.221375,-12.839695,-5.320611
-0.105713,0.76001,0.664307,-44.580154,-13.442748,-4.70229
-0.114258,0.753662,0.665527,-41.725189,-13.801527,-3.900763
-0.113037,0.737549,0.671143,-38.473282,-11.916031,-4.755725
-0.126221,0.724121,0.664062,-34.763359,-8.587787,-4.732824
-0.126465,0.716797,0.675049,-31.908398,-5.709924,-4.206107
-0.122803,0.717773,0.679443,-29.48855,-2.717557,-3.59542
-0.123291,0.713623,0.667236,-29.206106,0.045802,-1.717557
-0.117676,0.721191,0.672363,-31.687023,1.534351,-0.022901
-0.119873,0.722412,0.691406,-35.045803,2.21374,1.824427
-0.108154,0.723877,0.707275,-35.198475,0.015267,4.664122
-0.112793,0.734863,0.716553,-37.687023,-1.732824,6.351145
-0.100586,0.734619,0.747559,-40.427483,-0.083969,6.519084
-0.092529,0.718994,0.747803,-36.007633,-0.442748,6.274809
-0.093018,0.71167,0.726807,-30.916031,-1.053435,5.030534
-0.095703,0.691895,0.694824,-29.374046,0.770992,5.183206
-0.099121,0.688232,0.699951,-27.717558,2.40458,6.038168
-0.098633,0.691406,0.687012,-27.419847,3.70229,7.51145
-0.099365,0.710693,0.712402,-30.351145,5.89313,8.702291
-0.088867,0.710205,0.741455,-31.206106,4.664122,10.931297
-0.067139,0.703125,0.751465,-29.038168,1.083969,9.38168
-0.066162,0.709229,0.716797,-28.274809,-0.068702,7.961832
-0.067871,0.706543,0.720215,-28.946566,-1.435115,8.129771
-0.057129,0.6875,0.694824,-28.396946,-2.984733,7.343512
-0.065186,0.699219,0.67334,-28.083969,-2.625954,6.274809
