AX,AY,AZ,GX,GY,GZ
-0.013672,1.001953,0.265137,-14.755725,10.175572,4.496183
-0.006104,0.999756,0.26709,-12.977099,10.931297,5.923664
-0.009521,0.991699,0.270752,-11.328244,10.793893,7.08397
-0.004639,0.992676,0.275635,-8.015267,9.106871,8.625955
-0.009277,0.991211,0.273926,-6.984733,7.954198,9.267176
-0.002197,0.985107,0.256592,-6.022901,6.977099,9.916031
0.009766,0.984619,0.229736,-4.603054,4.763359,11.290076
0.033203,0.990967,0.1875,-4.007634,1.908397,12.496183
0.046631,0.980713,0.152588,-5.908397,0.641221,12.412213
0.054688,0.978271,0.119629,-6.984733,0.267176,10.770992
0.050781,0.986328,0.110352,-9.297709,1.312977,8.656488
0.046631,0.979736,0.114014,-12.862596,1.969466,6.763359
0.034912,0.981689,0.093262,-17.282442,2.656489,4.900764
0.028564,0.984375,0.082275,-19.824427,2.755725,3.961832
0.031006,1.000244,0.072754,-21.38168,2.824427,3.480916
0.031982,1.014893,0.065918,-24.061069,3.343511,1.801527
0.036865,1.023438,0.071289,-24.503817,3.114504,1.076336
0.040039,1.018799,0.067627,-25.229008,3.854962,-1.633588
0.033447,1.027588,0.082031,-24.145039,4.129771,-1.40458
0.0271,1.033203,0.094727,-23.045801,3.824427,-0.900763
0.020996,1.031982,0.104736,-24.152672,4.10687,-0.564885
0.024414,1.033936,0.117188,-26.954199,3.931298,-1.053435
0.018555,1.053955,0.105713,-29.503817,4.908397,-1.015267
0.006592,1.053711,0.085938,-31.900763,5.748092,0.664122
0.005127,1.045898,0.100098,-33.244274,5.625954,2.290076
0.005127,1.044922,0.114014,-32.770992,5.358778,3.137405
0.015625,1.041504,0.123291,-33.732826,4.816794,2.938931
0.02124,1.027344,0.126221,-33.34351,3.625954,2.778626
0.026611,1.021484,0.131592,-31.152672,2.641221,3.091603
0.033447,0.99707,0.134766,-29.152672,1.038168,2.328244
0.032959,0.997559,0.123779,-29.862595,-0.137405,1.068702
0.034424,0.989258,0.103516,-30.51145,-1.038168,-0.114504
0.0354,0.979248,0.102783,-34.404579,-3.183206,-2.045802
0.039062,0.968994,0.102783,-38.732826,-5.045802,-4.687023
0.044678,0.959229,0.110352,-42.763359,-5.801527,-5.458015
0.038818,0.948242,0.109863,-45.160305,-5.389313,-5.900764
0.049072,0.915283,0.141113,-45.167938,-6.564886,-7.969466
0.045898,0.895752,0.134521,-47.061069,-8.083969,-7.458015
0.034668,0.895508,0.144043,-46.229008,-6.549618,-7.564886
0.030762,0.897949,0.138672,-41.916031,-3.419847,-6.076336
0.025879,0.889893,0.150146,-40.229008,0.770992,-3.793893
0.022949,0.879883,0.203125,-42.877861,4.435114,-3.091603
0.018311,0.890381,0.290771,-52.389313,6.290076,-4.427481
0.007568,0.893799,0.375244,-58.137405,7.419847,-4.801527
0.001221,0.895752,0.408203,-55.541985,7.519084,-2.351145
-0.001953,0.919434,0.419434,-49.396946,4.91603,1.816794
0.009521,0.94165,0.455322,-38.916031,3.10687,7.351145
0.026367,0.969727,0.443115,-29.541985,1.801527,12.335877
0.049561,0.969971,0.422607,-26.916031,1.435115,14.183207
0.060303,0.937988,0.424561,-21.786259,1.335878,15.580153
0.060059,0.9104,0.427002,-22.29771,-6.152672,15.19084
0.059082,0.873535,0.472168,-24.236641,-11.824428,13.290076
0.071533,0.821045,0.458252,-33.267174,-16.900763,10.312977
0.074951,0.769287,0.491211,-46.564884,-22.328245,4.641222
0.070068,0.706055,0.494385,-57.709923,-24.709923,0.007634
0.062012,0.703125,0.531982,-70.465652,-25.335878,-3.366412
0.073486,0.67041,0.556641,-77.694656,-25.0,-8.480916
0.062988,0.674561,0.577393,-83.366409,-22.045801,-9.954199
0.068604,0.671143,0.619873,-85.213737,-21.274809,-9.419847
0.075928,0.628662,0.62793,-81.816795,-20.12977,-8.793893
0.076416,0.622803,0.628662,-79.893127,-18.473282,-7.40458
0.092773,0.593994,0.667969,-76.114502,-11.931297,-6.854962
0.065186,0.618408,0.736328,-74.183205,-4.587786,-6.709924
0.039795,0.650635,0.780273,-72.175575,1.78626,-3.862595
0.035889,0.658203,0.783936,-78.587784,10.335877,-1.381679
0.015869,0.649414,0.814941,-83.435112,14.59542,-0.29771
-0.000244,0.643311,0.834473,-77.374046,13.709924,2.732824
-0.005615,0.644775,0.865723,-72.541985,10.557252,6.687023
-0.004883,0.600098,0.856689,-68.648857,7.40458,7.938931
0.009033,0.603271,0.898193,-67.610687,5.167939,7.076336
-0.027832,0.59668,0.901855,-68.152672,2.366412,6.839694
-0.026367,0.612305,0.875,-57.595421,2.977099,10.458015
-0.0271,0.605713,0.880371,-52.511452,4.824428,13.0
-0.026367,0.599365,0.84668,-48.221375,5.89313,13.61832
-0.009766,0.601807,0.823975,-45.969467,5.778626,14.091603
0.011963,0.600586,0.797363,-45.65649,4.549618,13.167939
0.03418,0.618652,0.770996,-46.610687,3.541985,12.076336
0.044922,0.619385,0.75415,-44.015266,3.435115,11.732824
0.049072,0.631348,0.749756,-46.106869,4.198473,8.954199
0.048828,0.634277,0.730713,-47.259541,4.70229,7.870229
0.052002,0.632812,0.707764,-47.770992,5.351145,7.610687
0.055908,0.626709,0.696045,-55.961834,5.641222,5.229008
0.052002,0.618896,0.705078,-61.045803,6.396946,3.236641
0.039551,0.612793,0.696289,-65.946564,7.977099,1.725191
0.042969,0.625977,0.728516,-70.251907,9.748092,0.832061
0.039795,0.600098,0.75708,-72.824425,12.343512,1.603053
0.039307,0.621826,0.809082,-71.908394,13.129771,0.648855
0.028564,0.5896,0.838135,-71.893127,14.251908,-0.549618
0.033203,0.563965,0.823975,-71.503815,15.923664,-1.129771
0.026855,0.537109,0.819824,-72.32061,16.61832,-2.801527
0.016357,0.52832,0.834229,-71.259544,16.80916,-3.641221
0.01001,0.507812,0.862793,-68.832062,16.045801,-4.053435
0.000244,0.496094,0.881592,-65.832062,13.038168,-4.931298
-0.011475,0.458008,0.89624,-65.511452,10.748092,-5.839694
-0.014404,0.423096,0.899658,-63.068703,6.80916,-7.671756
-0.036377,0.391357,0.940186,-66.938934,5.351145,-14.679389
-0.073486,0.35791,0.92627,-75.648857,1.885496,-19.427481
-0.077148,0.370605,0.897217,-84.160309,-4.0,-19.374046
-0.060059,0.413818,0.878662,-82.969467,-7.625954,-17.366413
-0.01709,0.458496,0.872803,-76.877861,-6.816794,-13.557252
0.012939,0.486816,0.911621,-66.877861,1.679389,-8.328244
0.044189,0.466309,0.907715,-61.442749,12.160305,-5.29771
0.063477,0.409912,0.892578,-58.236641,18.290077,-4.732824
0.062012,0.433838,0.890137,-60.129772,23.045801,-4.938931
0.047852,0.473877,0.862549,-69.106873,26.312977,-5.198473
0.032715,0.473389,0.876465,-82.526718,26.374046,-6.175572
0.015381,0.491211,0.900146,-93.045799,22.564886,-5.641222
-0.01001,0.504395,0.921387,-101.412216,14.671756,-5.961832
-0.010498,0.462158,0.900635,-107.412216,4.320611,-8.007633
-0.047852,0.439697,0.916992,-115.152672,-5.48855,-7.854962
-0.046631,0.403076,0.903076,-124.770996,-15.351145,-8.931297
-0.047363,0.348877,0.890381,-131.374039,-20.251909,-8.19084
-0.030762,0.292969,0.90918,-131.526718,-21.51145,-6.877862
-0.046143,0.251709,0.901123,-128.732819,-19.70229,-7.045802
-0.026367,0.243408,0.90918,-113.030533,-18.671755,-6.465649
-0.001465,0.212402,0.891602,-114.816795,-7.145038,-10.748092
-0.014648,0.204834,0.889893,-110.076332,-1.068702,-12.793893
-0.018311,0.218506,0.921631,-115.893127,6.763359,-16.19084
-0.024902,0.145508,0.960693,-112.129768,11.557252,-14.564885
-0.044434,0.13916,0.963379,-112.091606,16.816793,-18.473282
-0.068359,0.114258,0.967041,-113.732826,18.801527,-21.496183
-0.094238,0.133057,0.983398,-116.984734,17.091602,-22.374046
-0.119629,0.185059,1.039307,-117.633591,12.648855,-20.908398
-0.125244,0.205811,1.057861,-113.381676,5.259542,-15.778625
-0.128418,0.206299,1.037109,-102.152672,-3.78626,-8.816793
-0.145996,0.172363,1.008789,-92.427483,-9.78626,-4.389313
-0.136719,0.153564,1.007812,-80.618324,-9.450381,-0.358779
-0.097656,0.159912,1.040527,-75.832062,-9.847328,0.931298
-0.020752,0.213135,1.091797,-79.137405,-2.534351,-0.396947
0.003418,0.248535,1.020508,-95.862595,7.251908,-8.129771
0.026611,0.273926,1.07373,-113.297707,16.167938,-9.007633
0.07666,0.240723,1.104248,-123.290077,24.832062,-4.70229
0.110107,0.189453,1.130371,-119.030533,31.206106,1.465649
0.114746,0.053955,1.127441,-117.656487,28.961832,0.572519
0.141846,-0.020264,1.104004,-118.770996,27.183207,-1.335878
0.154785,-0.096191,1.067383,-120.404579,26.458015,-1.48855
0.155518,-0.111084,1.05542,-123.740456,27.175573,-3.59542
0.088623,-0.184814,1.108154,-136.343506,22.450382,-8.030535
0.071533,-0.235352,1.099121,-131.946564,18.946566,-4.099236
0.059326,-0.336426,1.090576,-126.870232,11.984733,-5.992366
0.055664,-0.445068,1.089355,-119.541985,1.908397,-11.503817
0.078613,-0.591309,1.02832,-114.541985,-5.312977,-19.839695
0.089111,-0.687012,0.946045,-120.526718,-11.19084,-32.114502
0.071533,-0.750977,0.936523,-130.862595,-17.167938,-44.793892
0.05127,-0.781738,0.960205,-137.0,-23.824427,-53.65649
0.029297,-0.782471,0.974854,-146.572525,-27.183207,-54.770992
0.039551,-0.814209,0.987793,-149.091599,-31.526718,-50.61832
0.041748,-0.892822,0.982422,-149.954193,-34.32061,-50.67939
0.079102,-0.968994,0.942139,-156.022903,-36.419846,-47.251907
0.103516,-1.037842,0.856934,-175.305344,-33.404579,-51.969467
0.08252,-1.048584,0.860352,-186.664124,-25.541985,-58.496181
0.012695,-1.044922,0.904785,-171.809158,-9.916031,-56.38168
-0.028809,-1.021484,1.009521,-149.786255,12.259542,-50.816795
-0.058838,-0.957275,1.068848,-125.541985,31.198473,-42.572517
-0.040527,-0.900391,1.101074,-105.229004,44.65649,-34.549618
-0.037109,-0.901123,1.148438,-80.786263,53.671757,-22.961832
-0.030518,-0.871826,1.270752,-61.595421,61.099236,-17.526718
-0.029297,-0.835205,1.354492,-51.778625,58.748093,-10.305344
-0.030518,-0.814453,1.366455,-59.67939,51.412212,-15.427481
-0.0625,-0.765137,1.319824,-79.656487,35.938931,-19.145039
-0.10498,-0.802246,1.281738,-93.687019,12.465649,-23.70229
-0.120361,-0.810791,1.224854,-95.984734,-9.511451,-26.961832
-0.116699,-0.82959,1.115234,-99.877861,-24.526718,-30.519083
-0.12915,-0.86377,1.00708,-94.145035,-37.374046,-25.519083
-0.132568,-0.869141,0.907227,-77.236641,-38.389313,-16.923664
-0.116699,-0.894287,0.800049,-59.70229,-29.801527,-3.671756
-0.078369,-0.917725,0.714355,-44.106869,-13.793893,6.274809
-0.051758,-0.968994,0.637695,-27.748091,5.198473,15.007633
-0.025879,-1.008301,0.638672,-14.427481,23.396946,26.610687
-0.018555,-1.037842,0.672119,-14.687023,39.587788,33.984734
-0.022217,-1.026123,0.649902,-24.198473,50.610687,35.832062
-0.038818,-1.020264,0.702637,-100.946564,46.404579,20.312977
-0.059326,-1.011475,0.8396,-60.251907,50.534351,22.236641
-0.070068,-1.021484,0.914307,-27.824427,48.160305,27.145039
-0.078125,-0.964355,0.978271,-33.580154,30.328245,22.358778
-0.034668,-0.939941,0.99585,-38.709923,9.748092,23.335878
-0.038818,-0.939453,0.990479,-26.534351,3.587786,31.656488
0.13623,-0.768799,0.695801,-15.458015,-14.145039,65.083969
-0.007812,-0.885742,0.831299,-2.274809,-24.267176,52.099236
-0.105225,-0.896973,0.807373,2.167939,-19.282442,53.877861
-0.117188,-0.891113,0.799561,15.022901,-19.961832,53.671757
-0.117188,-0.896484,0.778809,32.129772,-19.389313,39.221375
-0.094727,-0.855469,0.782715,36.251907,-19.480917,23.656488
