AX,AY,AZ,GX,GY,GZ
0.070068,0.898682,-0.307129,11.511451,1.793893,2.778626
0.073486,0.905273,-0.295654,10.80916,1.435115,2.267176
0.071777,0.901367,-0.293457,10.335877,0.961832,1.847328
0.067871,0.909424,-0.291016,9.625955,0.10687,1.366412
0.070312,0.906494,-0.289307,9.893129,-0.419847,0.709924
0.072021,0.909912,-0.304688,11.152672,-0.480916,0.877863
0.073242,0.906738,-0.29834,14.091603,-0.519084,1.343511
0.067627,0.897217,-0.286377,15.366412,0.122137,1.80916
0.071533,0.894775,-0.28418,15.442748,0.793893,2.412214
0.069336,0.902588,-0.289795,16.938931,1.312977,2.290076
0.068115,0.895996,-0.288574,17.801527,0.755725,2.267176
0.071289,0.897461,-0.28833,18.847328,0.274809,1.687023
0.067383,0.892578,-0.290039,18.137405,0.412214,1.244275
0.065674,0.896484,-0.306396,18.923664,0.244275,1.175573
0.072998,0.901611,-0.308105,20.229008,0.259542,2.122137
0.063232,0.896484,-0.292969,19.816793,0.748092,2.89313
0.071289,0.900635,-0.304443,19.221375,1.496183,3.908397
0.07373,0.898926,-0.29248,19.183207,1.015267,3.862595
0.080322,0.906006,-0.284424,18.419847,0.496183,3.435115
0.085449,0.910156,-0.293945,18.687023,-0.053435,3.305344
0.073486,0.9021,-0.28418,18.854961,-0.687023,3.160305
0.067383,0.9104,-0.280029,19.412214,-1.458015,2.801527
0.05835,0.915771,-0.278076,20.885496,-1.862595,3.801527
0.05542,0.915039,-0.282959,23.51145,-1.740458,4.954198
0.063477,0.915771,-0.28418,25.282442,-1.015267,6.145038
0.068115,0.915039,-0.28418,25.244274,-0.145038,5.625954
0.080322,0.911377,-0.295166,28.931297,0.78626,6.091603
0.087646,0.893799,-0.295166,30.106871,1.564885,6.091603
0.088623,0.872314,-0.311035,29.29771,2.519084,5.427481
0.081787,0.850342,-0.326172,29.435114,2.694656,5.045802
0.082275,0.835449,-0.32959,30.152672,2.603053,4.725191
0.08252,0.806396,-0.351318,31.480917,2.435115,4.610687
