AX,AY,AZ,GX,GY,GZ
0.015625,0.744385,-0.501953,20.389313,1.305344,2.351145
0.010986,0.739014,-0.500977,19.580153,2.099237,2.152672
0.011475,0.736572,-0.496826,19.572519,3.068702,2.755725
0.003418,0.753906,-0.49292,18.763359,4.183206,3.229008
0.004639,0.763672,-0.503174,17.38168,4.946565,2.977099
0.005615,0.77002,-0.51001,16.534351,4.78626,2.725191
-0.001953,0.772461,-0.498779,16.221375,4.0,2.450382
-0.001221,0.770508,-0.515869,16.435114,2.801527,2.480916
0.001465,0.789307,-0.509277,16.480917,1.80916,2.21374
0.00293,0.78833,-0.495605,16.519083,0.687023,2.129771
0.000977,0.78833,-0.481445,18.213741,-0.374046,1.977099
0.002686,0.800781,-0.469971,20.328245,-0.801527,2.603053
0.000488,0.79541,-0.449463,22.351145,-0.114504,2.793893
0.001709,0.79541,-0.455566,25.824427,0.641221,4.122138
0.003906,0.806885,-0.473145,27.839695,1.007634,4.709924
0.009277,0.806885,-0.466064,31.167938,1.633588,5.267176
0.010498,0.810059,-0.477783,32.862595,2.328244,5.923664
0.00708,0.805176,-0.482666,33.488548,2.969466,5.854962
0.003418,0.802979,-0.483887,32.65649,3.40458,5.08397
0.001465,0.786865,-0.493896,32.717556,3.267176,4.78626
0.005859,0.775391,-0.501221,33.122139,3.671756,4.267176
-0.003662,0.760498,-0.501221,34.0229,3.755725,4.610687
0.002441,0.747803,-0.515381,34.717556,3.679389,5.465649
0.009521,0.740723,-0.516113,37.847328,3.664122,6.038168
0.010498,0.734375,-0.513184,39.786259,3.427481,6.564886
0.004883,0.720215,-0.510986,42.633587,3.320611,6.908397
0.016602,0.716797,-0.508545,45.534351,3.442748,7.480916
0.018799,0.711182,-0.5271,48.587788,4.175572,7.633588
0.016357,0.697021,-0.5271,48.114502,4.923664,7.396946
0.010742,0.672363,-0.547363,42.725189,4.221374,6.725191
0.000732,0.645996,-0.593018,31.725191,2.122137,5.564886
0.010254,0.651855,-0.620361,29.816793,-0.183206,6.290076
0.006104,0.667236,-0.590332,27.916031,-0.358779,6.389313
0.005127,0.662598,-0.581055,27.778625,0.114504,6.465649
0.008789,0.661865,-0.590576,29.51145,0.816794,7.076336
0.009277,0.66626,-0.580811,31.251909,1.587786,6.587786
0.012207,0.672607,-0.584717,32.954197,2.755725,7.114504
0.013672,0.664307,-0.58374,34.328243,4.412214,6.946565
0.020996,0.66626,-0.584229,33.862595,5.755725,7.38168
0.016846,0.64502,-0.590088,33.091602,6.328244,7.51145
0.016846,0.640137,-0.614014,30.236641,5.519084,7.145038
0.023193,0.640381,-0.622803,30.099237,4.40458,7.38168
0.027588,0.650146,-0.612061,30.29771,4.725191,6.832061
0.023438,0.640869,-0.620117,32.137405,4.816794,7.290076
0.02417,0.63501,-0.61377,34.480915,4.992366,7.656488
0.020996,0.630371,-0.630127,38.015266,4.687023,7.91603
0.026855,0.62207,-0.641602,39.870228,3.801527,8.580153
0.015869,0.612305,-0.650879,42.969467,1.931298,8.396947
0.021729,0.598877,-0.670166,44.9771,0.007634,8.229008
0.025635,0.619629,-0.655029,48.076336,-0.969466,8.435115
0.020264,0.62207,-0.631592,49.068703,-0.480916,7.519084
0.018555,0.614746,-0.628418,50.595421,0.328244,6.816794
0.022461,0.609131,-0.622314,54.938931,0.557252,6.793893
0.021484,0.603516,-0.631104,57.450382,1.007634,6.465649
0.017334,0.595459,-0.604492,59.526718,1.603053,6.419847
0.018555,0.597656,-0.591309,59.763359,2.801527,6.320611
0.020752,0.590332,-0.609131,61.106869,4.091603,6.114504
0.005859,0.561035,-0.634766,61.9771,4.221374,6.725191
0.008301,0.555908,-0.662842,59.687023,3.946565,6.412214
0.014648,0.542236,-0.649902,56.442749,5.038168,7.007634
0.014648,0.542725,-0.636963,50.67939,6.564886,7.923664
0.022217,0.514404,-0.630859,54.847328,6.954198,7.419847
0.02417,0.531738,-0.624023,57.847328,7.717557,7.206107
0.023926,0.536377,-0.620605,60.755726,7.832061,5.641222
0.036133,0.520996,-0.642578,63.778625,7.832061,5.282443
